CID;Meno/Priezvisko;Priezvisko;Tituly;sex;Datum narodenia;PSC;mesto;kraj;Danovy domicil;Stĺpec2;dom2
2008926;Nera;Goto;;female;1957-01-17;40217;DĂĽsseldorf;Nordrhein-Westfalen;SK;0;SK
2007078;Armen;Kolesnikova;;male;1957-01-15;66969;Lemberg;Rheinland-Pfalz;AT;2;AT
2007847;Loris;GĂ¶ttgens;;female;1957-01-10;30179;Hannover;Niedersachsen;DE;1;DE
2006046;Ryon;Thomass;;male;1957-01-04;25923;Braderup;Schleswig-Holstein;SK;0;SK
2005742;Teresa;Prunhuber;;male;1956-12-19;2959;Schleife;Sachsen;DE;1;DE
2006896;KĂ¤te;Brandmueller;;female;1956-12-12;39638;JĂ¤venitz;Sachsen-Anhalt;AT;2;AT
2003947;Annik;Schomeier;;female;1956-12-04;67133;Maxdorf;Rheinland-Pfalz;AT;2;AT
2006278;Lea-Fabienne;Gehrholz;;female;1956-11-26;25377;Kollmar;Schleswig-Holstein;AT;2;AT
2003653;Leander;Rosenstengel;;male;1956-11-15;38855;Schmatzfeld;Sachsen-Anhalt;SK;0;SK
2000399;Floriane;WeiĂźkittel;;female;1956-11-03;79348;Freiamt;Baden-WĂĽrttemberg;DE;1;DE
2000960;Liu;Giernoth;;male;1956-09-20;90419;NĂĽrnberg;Bayern;AT;2;AT
2002825;Klement;Prozeller;;male;1956-08-18;30177;Hannover;Niedersachsen;DE;1;DE
2006555;Matheus;Haupert;;male;1956-07-25;24149;Kiel;Schleswig-Holstein;SK;0;SK
2005223;Sunisa;Knapich;;female;1956-07-05;24797;Breiholz;Schleswig-Holstein;SK;0;SK
2006609;Fruma;Jannek;;female;1956-07-02;31737;Rinteln Steinbergen;Niedersachsen;DE;1;DE
2007833;Leo-Leonard;Lindenbaum;;male;1956-06-01;71711;Murr;Baden-WĂĽrttemberg;DE;1;DE
2002168;Gresa;Meyerhans;;female;1956-05-30;15326;Zeschdorf;Brandenburg;SK;0;SK
2002286;Jakob;Hennenberg;;male;1956-05-30;95671;BĂ¤rnau;Bayern;DE;1;DE
2006047;Eden;Voetterl;;male;1956-05-30;26345;Bockhorn;Niedersachsen;DE;1;DE
2000793;Zahrah;Schniederjohann;;female;1956-05-30;99625;Schillingstedt;ThĂĽringen;SK;0;SK
2009133;Andreievna;Ratzlaf;;female;1956-05-24;56379;Horhausen;Rheinland-Pfalz;AT;2;AT
2005173;Minilik;GeiĂźhirt;;male;1956-05-18;67737;OlsbrĂĽcken;Rheinland-Pfalz;SK;0;SK
2005062;Coutinho;Froembgen;;male;1956-05-17;91477;Markt Bibart;Bayern;DE;1;DE
2009635;Sten;Siedenhans;;male;1956-05-17;15754;Blossin;Brandenburg;DE;1;DE
2006733;Bruno;Behrbom;;male;1956-05-15;8321;Zschorlau;Sachsen;DE;1;DE
2004927;Zubejr;Knobloch;;male;1956-05-14;82057;Icking;Bayern;SK;0;SK
2008805;Mehmetovna;HĂ¶lzemann;;female;1956-05-13;23539;LĂĽbeck;Schleswig-Holstein;SK;0;SK
2007556;Rodney;Tkaczenko;;male;1956-05-12;41199;MĂ¶nchengladbach;Nordrhein-Westfalen;DE;1;DE
2005636;Josefina;Weide;;female;1956-05-09;65835;Liederbach am Taunus;Hessen;AT;2;AT
2003246;Asra;Schramme;;female;1956-05-07;21406;Barnstedt;Niedersachsen;AT;2;AT
2004500;Xenyus;Baraniok;;male;1956-05-05;76779;Scheibenhardt;Rheinland-Pfalz;DE;1;DE
2009460;Jaad;Justus;;male;1956-05-03;27580;Bremerhaven;Bremen;DE;1;DE
2008446;Ă‰milian;GĂĽlbahce;;male;1956-04-27;63877;Sailauf;Bayern;AT;2;AT
2000795;Valentinova;KĂĽhlewindt;;female;1956-04-27;6193;LĂ¶bejĂĽn;Sachsen-Anhalt;DE;1;DE
2006992;Tarik;Kleinhanss;;female;1956-04-27;38871;DrĂĽbeck;Sachsen-Anhalt;DE;1;DE
2004358;Mert-Metin;Nikerl;;male;1956-04-26;55483;Kappel;Rheinland-Pfalz;SK;0;SK
2000362;Eseosa;Jacobasch;;male;1956-04-22;49744;Geeste;Niedersachsen;AT;2;AT
2009438;Iremide;Ernesti;;male;1956-04-18;86420;Diedorf;Bayern;SK;0;SK
2002462;Veda;von Seifert;;female;1956-04-17;67271;Mertesheim;Rheinland-Pfalz;AT;2;AT
2001968;Imara;Lengardt;;female;1956-04-17;25725;Bornholt;Schleswig-Holstein;SK;0;SK
2006078;Bijelle;Vorkampf;;female;1956-04-17;82178;Puchheim;Bayern;SK;0;SK
2005041;Vincent-Constantin;Behme;;male;1956-04-16;71394;Kernen im Remstal;Baden-WĂĽrttemberg;AT;2;AT
2004226;ÄĂ´ng;Mittelmayer;;male;1956-04-13;24601;Wankendorf;Schleswig-Holstein;SK;0;SK
2006913;Bessem;Wiesbauer;;female;1956-04-12;27616;Lunestedt;Niedersachsen;DE;1;DE
2005940;Milka;Degenhart;;female;1956-04-10;54523;Dierscheid;Rheinland-Pfalz;AT;2;AT
2006525;Iliyanova;Kurpjuhn;;female;1956-04-09;23898;Klinkrade;Schleswig-Holstein;SK;0;SK
2004402;Emanuel;Engelbracht;;male;1956-04-09;4651;Eulatal;Sachsen;SK;0;SK
2001375;Minka;Janoschka;;female;1956-04-07;29497;Woltersdorf;Niedersachsen;AT;2;AT
2002337;Walli;Rauber;;male;1956-04-05;89440;Lutzingen;Bayern;DE;1;DE
2006315;Atta;Kowol;;male;1956-04-04;17039;Warlin;Mecklenburg-Vorpommern;DE;1;DE
2008550;Tayler;Ă–ztas;;male;1956-03-29;1609;GrĂ¶ditz;Sachsen;DE;1;DE
2004032;Mileya;Liebert;;female;1956-03-28;15751;Niederlehme;Brandenburg;AT;2;AT
2008691;Ahmet;Voelkle;;male;1956-03-12;8344;GrĂĽnhain;Sachsen;SK;0;SK
2002390;Chelton;Zajaczkowski;;male;1956-03-09;97320;Sulzfeld am Main;Bayern;SK;0;SK
2002570;Elfie;Finckh;;female;1956-02-29;94139;Breitenberg;Bayern;AT;2;AT
2001815;Osei-Kuffour;Kottmann;;male;1956-02-29;49762;Lathen;Niedersachsen;SK;0;SK
2009915;GĂĽlcan;Dorf;;female;1956-02-28;17091;RĂ¶ckwitz;Mecklenburg-Vorpommern;AT;2;AT
2005692;Jumi;Ercan;;female;1956-02-24;97255;Gelchsheim;Bayern;SK;0;SK
2002313;Gretha;Quapp;;female;1956-02-23;26529;Leezdorf;Niedersachsen;AT;2;AT
2003428;Gerhard;Brandhuber;;male;1956-02-22;1819;Bahretal;Sachsen;AT;2;AT
2006438;Marietou;Fesenmayr;;female;1956-02-22;31737;Rinteln Steinbergen;Niedersachsen;DE;1;DE
2007850;Yaroslawa;Volckart;;female;1956-02-20;9427;Ehrenfriedersdorf;Sachsen;DE;1;DE
2001200;Assia;Rudolphy;;female;1956-02-16;80469;MĂĽnchen;Bayern;DE;1;DE
2009404;Jenessa;Lindemaier;;female;1956-02-16;89129;Nerenstetten;Baden-WĂĽrttemberg;DE;1;DE
2001157;Lotta-Valentina;Kuiper;;female;1956-02-13;56332;LĂ¶f;Rheinland-Pfalz;DE;1;DE
2002947;Äá»©c;Basdemir;;male;1956-02-10;8064;Zwickau;Sachsen;AT;2;AT
2008147;Mackenzie;Navrodt;;male;1956-02-09;24649;Fuhlendorf;Schleswig-Holstein;AT;2;AT
2008554;Obinna;Zwinger;;male;1956-02-08;37318;Bernterode (bei Heilbad Heiligenstadt);ThĂĽringen;AT;2;AT
2000693;Ann-Marie;Neuteifl;;female;1956-02-07;17194;Hinrichshagen;Mecklenburg-Vorpommern;AT;2;AT
2005497;Soraja;Eppele;;female;1956-02-05;24790;SchĂĽlldorf;Schleswig-Holstein;DE;1;DE
2006980;Brigitte;Rotmunt;;female;1956-01-30;39343;Ostingersleben;Sachsen-Anhalt;AT;2;AT
2006930;Slavchev;Hanrich;;male;1956-01-28;91732;Merkendorf;Bayern;SK;0;SK
2007393;Famke;Szoltysik;;female;1956-01-15;18195;Tessin;Mecklenburg-Vorpommern;SK;0;SK
2005377;Reili;Kubuteit;;female;1956-01-14;2899;SchĂ¶nau-Berzdorf auf dem Eigen;Sachsen;AT;2;AT
2008817;Marali;Wolfrath;;female;1956-01-14;24326;Nehmten;Schleswig-Holstein;DE;1;DE
2006749;Siyuan;Schnitzker;;male;1956-01-10;23847;Kastorf;Schleswig-Holstein;SK;0;SK
2005426;Cori;MĂ¶llner;;male;1956-01-09;39264;Nutha;Sachsen-Anhalt;DE;1;DE
2006480;Jonkheer;Obernhuber;;male;1956-01-06;31085;Everode;Niedersachsen;AT;2;AT
2002193;Pascale;Allgeuer;;female;1956-01-03;31867;HĂĽlsede Schmarrie;Niedersachsen;AT;2;AT
2002869;Nahla-Amalia;Majcherek;;female;1956-01-03;85134;Stammham;Bayern;DE;1;DE
2006806;Liya-Derin;Pfeffle;;female;1955-12-05;67754;EĂźweiler;Rheinland-Pfalz;SK;0;SK
2000350;Faustina;Coen;;female;1955-12-03;18195;Tessin;Mecklenburg-Vorpommern;AT;2;AT
2005465;Pascal;van der Molen;;male;1955-11-11;6648;Eckartsberga;Sachsen-Anhalt;SK;0;SK
2002578;Nazanin;Schriefer;;female;1955-11-10;86707;Westendorf;Bayern;DE;1;DE
2003499;Nur;Jokubaitis;;female;1955-10-03;7950;WeiĂźendorf;ThĂĽringen;DE;1;DE
2003398;Aidina;Hanzl;;female;1955-10-02;65345;Eltville am Rhein;Hessen;SK;0;SK
2001672;Soher;Paulmaier;;male;1955-10-01;94160;Ringelai;Bayern;SK;0;SK
2004637;BartholomĂ¤us;SchĂ¶nkaes;;male;1955-09-30;17348;Woldegk;Mecklenburg-Vorpommern;SK;0;SK
2002261;Annadora;Dreysse;;female;1955-09-20;39615;HĂ¶wisch;Sachsen-Anhalt;AT;2;AT
2005703;Oguz;Radszuweit;;male;1955-09-11;97714;Oerlenbach;Bayern;DE;1;DE
2009622;Matondo;Blum;;female;1955-08-22;53518;Herschbroich;Rheinland-Pfalz;SK;0;SK
2009892;Hyumet;GrĂ¶neveld;;female;1955-08-22;56244;Ettinghausen;Rheinland-Pfalz;DE;1;DE
2007770;Olivia;Schneekluth;;female;1955-08-20;52076;Aachen;Nordrhein-Westfalen;AT;2;AT
2008273;Uhud;Huperz;;male;1955-08-14;64347;Griesheim;Hessen;DE;1;DE
2003336;Wandong;SchwĂ¤ger;;female;1955-08-01;54552;Sarmersbach;Rheinland-Pfalz;SK;0;SK
2004480;Milin;Klimek;;female;1955-07-28;7646;Renthendorf;ThĂĽringen;SK;0;SK
2006652;Ellyn;Krefting;;female;1955-06-09;39291;Reesdorf;Sachsen-Anhalt;AT;2;AT
2001134;Nadaa;BĂ¤rwolff;;female;1955-05-28;2977;Hoyerswerda;Sachsen;SK;0;SK
2003439;Lise;SchĂ¤fges;;female;1955-05-28;55270;Jugenheim;Rheinland-Pfalz;SK;0;SK
2008466;GĂĽlfidan;Hoemann;;female;1955-05-24;42119;Wuppertal;Nordrhein-Westfalen;SK;0;SK
2003726;Olamide;Kreickemeyer;;female;1955-05-23;29473;GĂ¶hrde Schnadlitz;Niedersachsen;SK;0;SK
2008940;Alay;Ert;;male;1955-05-19;21368;Boitze;Niedersachsen;AT;2;AT
2001855;Mutaz;Krautschick;;male;1955-05-17;84094;Elsendorf;Bayern;SK;0;SK
2004617;Samira;Koehnle;;female;1955-05-17;33619;Bielefeld;Nordrhein-Westfalen;AT;2;AT
2002646;Berfin;Poljack;;male;1955-05-17;97836;Bischbrunn;Bayern;DE;1;DE
2005100;Yola;Ibrahim;;female;1955-05-17;15898;NeiĂźemĂĽnde Ratzdorf;Brandenburg;AT;2;AT
2000925;Mehmetovna;Kaczmarek;;female;1955-05-16;6295;Lutherstadt Eisleben;Sachsen-Anhalt;SK;0;SK
2007042;Melak;Canak;;female;1955-05-13;27356;Rotenburg (WĂĽmme);Niedersachsen;SK;0;SK
2007147;Piya;RittmĂ¶ller;;female;1955-05-12;23569;LĂĽbeck;Schleswig-Holstein;AT;2;AT
2004917;Ciana;Haens;;female;1955-05-09;32289;RĂ¶dinghausen;Nordrhein-Westfalen;AT;2;AT
2005611;Rewan;Rehfus;;male;1955-05-09;25436;Tornesch;Schleswig-Holstein;AT;2;AT
2001022;Nawal;Alexeev;;female;1955-05-06;39114;Magdeburg;Sachsen-Anhalt;DE;1;DE
2004385;Jaaro;Brending;;male;1955-05-05;49770;Dohren;Niedersachsen;DE;1;DE
2002561;Aurelie;OdenwĂ¤ller;;female;1955-04-25;98711;Frauenwald;ThĂĽringen;DE;1;DE
2002421;Leon-Pascal;KĂ¶rtje;;male;1955-04-24;1994;Schipkau AnnahĂĽtte;Brandenburg;AT;2;AT
2006136;Aboubacar;Haarwaldt;;male;1955-04-20;39291;Niegripp;Sachsen-Anhalt;AT;2;AT
2009427;Dijle;Backmeister;;female;1955-04-16;96123;Litzendorf;Bayern;DE;1;DE
2008800;Idia;Pavlowski;;male;1955-04-16;26419;Schortens MiddelsfĂ¤hr;Niedersachsen;AT;2;AT
2009543;Nike;Engelbreth;;female;1955-04-15;52222;Stolberg (Rheinland);Nordrhein-Westfalen;SK;0;SK
2001251;Ma;Anuth;;female;1955-04-14;76467;Bietigheim;Baden-WĂĽrttemberg;DE;1;DE
2003046;Ilja;Martini;;male;1955-04-12;94372;Rattiszell;Bayern;AT;2;AT
2005513;Abrar;Klauhs;;male;1955-04-11;21765;Nordleda;Niedersachsen;DE;1;DE
2008933;Louisa-Milane;Sengers;;female;1955-04-08;97953;KĂ¶nigheim;Baden-WĂĽrttemberg;AT;2;AT
2000140;Rasan;Schafmeister;;female;1955-04-06;87656;Germaringen;Bayern;AT;2;AT
2000885;Hardy;Egerter;;male;1955-03-28;6928;Linda (Elster);Sachsen-Anhalt;SK;0;SK
2007237;Carolin;Wolzmann;;female;1955-03-24;25856;Hattstedt;Schleswig-Holstein;AT;2;AT
2003834;Iffet;Hornbacher;;female;1955-03-23;66871;KĂ¶rborn;Rheinland-Pfalz;SK;0;SK
2001298;Yáşżn;Caemmerer;;female;1955-03-13;4668;Grimma;Sachsen;SK;0;SK
2005738;Blane;WĂ¶tzel;;male;1955-03-06;15528;GrĂĽnheide (Mark);Brandenburg;AT;2;AT
2005913;Nefeli;Casper;;female;1955-03-06;98630;Milz;ThĂĽringen;SK;0;SK
2004949;Imara;EidemĂĽller;;female;1955-03-05;95466;Kirchenpingarten;Bayern;SK;0;SK
2003745;Zannatul;BraumĂĽller;;female;1955-02-26;54422;BĂ¶rfink;Rheinland-Pfalz;AT;2;AT
2005616;Raihan;Ebeling;;female;1955-02-26;51067;KĂ¶ln;Nordrhein-Westfalen;AT;2;AT
2006144;Justas;Siehwart;;male;1955-02-26;35305;GrĂĽnberg;Hessen;SK;0;SK
2007045;November-Rose;Wittlich;;female;1955-02-23;6917;Jessen (Elster) Kleinkorga;Sachsen-Anhalt;DE;1;DE
2005395;Esmanur;Stocking;;female;1955-02-14;27327;Martfeld;Niedersachsen;AT;2;AT
2007553;Leo;Hendreich;;female;1955-02-13;29482;KĂĽsten Saggrian;Niedersachsen;DE;1;DE
2004244;Ericka;Pezoldt;;female;1955-02-12;39175;Woltersdorf;Sachsen-Anhalt;SK;0;SK
2004520;Levin-Luan;Brohaska;;male;1955-02-11;96215;Lichtenfels;Bayern;AT;2;AT
2003288;Loureiro;Stolz;;male;1955-02-11;25554;Nortorf;Schleswig-Holstein;SK;0;SK
2006917;Agutu;Hillbrands;;female;1955-02-10;23936;PlĂĽschow;Mecklenburg-Vorpommern;SK;0;SK
2007547;Liyan;Hochkirchen;;male;1955-02-09;6369;WĂ¶rbzig;Sachsen-Anhalt;SK;0;SK
2007593;Frederika;DrĂĽgemĂĽller;;female;1955-02-09;45731;Waltrop;Nordrhein-Westfalen;SK;0;SK
2000201;Ayva;Bojahra;;female;1955-01-27;78083;Dauchingen;Baden-WĂĽrttemberg;AT;2;AT
2004643;Michele;Stadelmann;;female;1955-01-23;54314;Vierherrenborn;Rheinland-Pfalz;AT;2;AT
2006713;Soey-Angelina;Grundel;;female;1955-01-22;27243;Winkelsett;Niedersachsen;SK;0;SK
2003471;Efemena;Kowaltschik;;male;1955-01-21;6901;Schnellin;Sachsen-Anhalt;AT;2;AT
2000638;Aslam;Salama;;female;1955-01-19;16845;Neustadt (Dosse);Brandenburg;AT;2;AT
2004440;Benja;Abt;;male;1955-01-10;86507;Kleinaitingen;Bayern;DE;1;DE
2001786;Calliope;Heinricht;;female;1955-01-06;79258;Hartheim;Baden-WĂĽrttemberg;SK;0;SK
2004055;Rona;Ulbrecht;;female;1955-01-03;20251;Hamburg Eppendorf;Hamburg;AT;2;AT
2001254;Charissa-Jenelle;Zweig;;female;1954-12-29;92554;Thanstein;Bayern;SK;0;SK
2003157;Gerolf;TheyĂźen;;male;1954-12-13;7589;Harth-PĂ¶llnitz Struth;ThĂĽringen;AT;2;AT
2003820;Mayenne;Weinkauff;;female;1954-11-24;99438;Tonndorf;ThĂĽringen;SK;0;SK
2007994;DamiĂˇn;Henssen;;male;1954-11-22;6295;Rottelsdorf;Sachsen-Anhalt;SK;0;SK
2007348;Kiara-Anju;Brausewetter;;female;1954-10-19;9224;Mittelbach bei Chemnitz;Sachsen;DE;1;DE
2005689;Quentin;Dikmen;;male;1954-10-09;16866;SchĂ¶nhagen;Brandenburg;DE;1;DE
2001917;Mas'ouda;Casemir;;female;1954-09-20;18059;Papendorf;Mecklenburg-Vorpommern;DE;1;DE
2005918;Ebrahima;Reichardt;;male;1954-08-13;7646;Karlsdorf;ThĂĽringen;AT;2;AT
2008142;Lisa;Koneczny;;female;1954-07-20;29451;Dannenberg (Elbe) Dambeck;Niedersachsen;AT;2;AT
2009262;Lisboa;Hertwig;;female;1954-07-14;7646;Stadtroda;ThĂĽringen;DE;1;DE
2001303;Yanko;Krautkremer;;male;1954-07-13;56459;Ailertchen;Rheinland-Pfalz;SK;0;SK
2001647;Patrick;Sensfelder;;male;1954-06-20;24582;Bissee;Schleswig-Holstein;SK;0;SK
2004215;RĂ¶skva;Rauleder;;female;1954-06-04;98663;Schweickershausen;ThĂĽringen;SK;0;SK
2007006;Lew;Petrick;;male;1954-05-24;39638;Hottendorf;Sachsen-Anhalt;DE;1;DE
2001651;Merden;Hau;;male;1954-05-24;55546;Biebelsheim;Rheinland-Pfalz;AT;2;AT
2004251;Xiafei;Heid;;male;1954-05-23;15848;Rietz-Neuendorf Herzberg;Brandenburg;DE;1;DE
2006679;Stasia;DĂĽbel;;female;1954-05-23;27367;Ahausen;Niedersachsen;AT;2;AT
2008654;Christye;Aktepe;;female;1954-05-21;91619;Obernzenn;Bayern;SK;0;SK
2007905;Zlatko;Deekens;;male;1954-05-20;15910;Krausnick-GroĂź Wasserburg;Brandenburg;DE;1;DE
2004100;Bente;Wigandt;;male;1954-05-20;22415;Hamburg FuhlsbĂĽttel;Hamburg;SK;0;SK
2003423;UÄźurcan;Melichercikova;;male;1954-05-17;34587;Felsberg;Hessen;SK;0;SK
2005190;Emad;DemiryĂĽrek;;male;1954-05-17;66773;Schwalbach;Saarland;SK;0;SK
2007190;Joonyi;PĂ¶hm;;female;1954-05-16;76835;Hainfeld;Rheinland-Pfalz;DE;1;DE
2005822;Milija;SchĂ¤ncke;;male;1954-05-15;96486;Lautertal;Bayern;DE;1;DE
2004639;Lotje;Markuse;;female;1954-05-14;18292;KuchelmiĂź;Mecklenburg-Vorpommern;SK;0;SK
2005948;Devin;Andreasen;;male;1954-05-14;15898;Neuzelle GĂ¶hlen;Brandenburg;AT;2;AT
2005781;Aynur;Schindeldecker;;female;1954-05-12;54317;Herl;Rheinland-Pfalz;DE;1;DE
2006856;Kumia;Kleih;;female;1954-05-12;29416;Liesten;Sachsen-Anhalt;DE;1;DE
2004508;Alek;Kurtsiefen;;male;1954-05-10;4509;SchĂ¶nwĂ¶lkau;Sachsen;DE;1;DE
2002113;Yngvi;Erlenmayer;;female;1954-05-10;1465;Dresden LangebrĂĽck;Sachsen;AT;2;AT
2005909;Faissal;Wasserstradt;;male;1954-05-10;57520;Dickendorf;Rheinland-Pfalz;AT;2;AT
2000452;Minilik;Jedamzik;;male;1954-05-09;78583;BĂ¶ttingen;Baden-WĂĽrttemberg;DE;1;DE
2004297;Hiltrud;Yesil;;female;1954-05-09;31558;Hagenburg Altenhagen;Niedersachsen;DE;1;DE
2003099;Faun;Pechthold;;female;1954-05-08;57076;Siegen;Nordrhein-Westfalen;AT;2;AT
2009515;Yoon-Hu;Keuch;;male;1954-04-27;55758;Kempfeld;Rheinland-Pfalz;DE;1;DE
2001848;Pirmin;Hilgenstock;;male;1954-04-25;84567;Erlbach;Bayern;AT;2;AT
2006810;Tiara;Hucks;;female;1954-04-25;56290;Beltheim;Rheinland-Pfalz;SK;0;SK
2009699;Quá»‘c;Sikorska;;male;1954-04-24;14169;Berlin;Berlin;SK;0;SK
2008353;Borna;Schneewolf;;male;1954-04-24;24211;Postfeld;Schleswig-Holstein;SK;0;SK
2006670;Jabin;Folckers;;male;1954-04-23;9477;JĂ¶hstadt;Sachsen;AT;2;AT
2006703;Lina-Sophie;Hampl;;female;1954-04-22;57629;Malberg;Rheinland-Pfalz;DE;1;DE
2007448;Eugenie;Wolfert;;female;1954-04-20;36041;Fulda;Hessen;AT;2;AT
2008961;Cinnamon;Schuettke;;female;1954-04-20;76889;Kapellen-Drusweiler;Rheinland-Pfalz;AT;2;AT
2001995;Lilit;Daenzer;;female;1954-04-16;15913;Laasow;Brandenburg;AT;2;AT
2001426;Yacine-Klaus;Krafft;;male;1954-04-16;1683;Nossen;Sachsen;DE;1;DE
2002430;Chloe;Westfehling;;female;1954-04-13;23974;Blowatz;Mecklenburg-Vorpommern;AT;2;AT
2004464;Nelia;Drexlmeier;;female;1954-04-13;13407;Berlin;Berlin;SK;0;SK
2006821;Nanouk;HĂ¤mmerl;;male;1954-04-11;2681;Schirgiswalde;Sachsen;AT;2;AT
2001592;Roswitha;Behrs;;female;1954-04-10;74374;Zaberfeld;Baden-WĂĽrttemberg;AT;2;AT
2005203;Maiju;Wewerinck;;female;1954-04-10;70188;Stuttgart;Baden-WĂĽrttemberg;SK;0;SK
2000591;TĂĽlay;Schmedeke;;female;1954-04-09;17094;GroĂź Nemerow;Mecklenburg-Vorpommern;SK;0;SK
2000912;Atira;Beyreuther;;female;1954-04-09;91622;RĂĽgland;Bayern;SK;0;SK
2005964;Zerda;Frohmeyer;;female;1954-04-08;4932;GrĂ¶den;Brandenburg;AT;2;AT
2002009;Thordis;Rutcowski;;female;1954-04-08;92711;Parkstein;Bayern;DE;1;DE
2009329;Lilly-Grace;WĂĽlfers;;female;1954-04-05;54614;SchĂ¶necken;Rheinland-Pfalz;SK;0;SK
2008216;Bissan;Sari;;female;1954-04-04;26632;Ihlow Ludwigsdorf;Niedersachsen;DE;1;DE
2000242;Sabit;Schottel;;male;1954-04-04;17039;Staven;Mecklenburg-Vorpommern;AT;2;AT
2001201;Rehime;Busboom;;female;1954-03-30;23845;Dreggers;Schleswig-Holstein;DE;1;DE
2004434;Sibylla;Thomaschofski;;female;1954-03-22;24988;Sankelmark;Schleswig-Holstein;AT;2;AT
2000316;Shen;HĂ¤lbich;;female;1954-03-22;31199;Diekholzen;Niedersachsen;DE;1;DE
2009947;Yafes;Topcuoglu;;male;1954-03-17;38228;Salzgitter Lichtenberg;Niedersachsen;AT;2;AT
2002299;Peri;HĂ¤ringer;;female;1954-03-07;17213;Penkow;Mecklenburg-Vorpommern;SK;0;SK
2004103;AmĂˇli;Takagi;;female;1954-03-07;6198;Brachwitz;Sachsen-Anhalt;DE;1;DE
2006789;Lujia;KĂ¶nze;;male;1954-03-05;56412;Niederelbert;Rheinland-Pfalz;DE;1;DE
2003766;Elienne-Diva;Weinold;;female;1954-02-27;25581;Poyenberg;Schleswig-Holstein;AT;2;AT
2009005;Christopher;Bonekemper;;male;1954-02-24;18059;Rostock;Mecklenburg-Vorpommern;DE;1;DE
2005191;YamaĂ§;Eisenschmid;;male;1954-02-21;54636;Oberweis;Rheinland-Pfalz;AT;2;AT
2002985;Yuryevna;Ruoff;;female;1954-02-19;7646;Lippersdorf-Erdmannsdorf;ThĂĽringen;AT;2;AT
2009552;Shachar;Fraede;;female;1954-02-13;18510;Stoltenhagen;Mecklenburg-Vorpommern;AT;2;AT
2006363;Mar;Sewzik;;female;1954-02-11;25554;Kleve;Schleswig-Holstein;SK;0;SK
2003581;Slobodan;Berchtold;;male;1954-02-10;73101;Aichelberg;Baden-WĂĽrttemberg;SK;0;SK
2008161;Pania;Teihs;;female;1954-02-10;3130;Wolfshain;Brandenburg;DE;1;DE
2000563;Jesse-Daniel;Rudolf;;male;1954-02-09;4936;ProĂźmarke;Brandenburg;SK;0;SK
2003729;Inno;Eberty;;male;1954-02-09;55469;Pleizenhausen;Rheinland-Pfalz;AT;2;AT
2008520;Rijo;Erlinghagen;;male;1954-02-08;7343;Wurzbach;ThĂĽringen;AT;2;AT
2006453;Amarachi;Backhaus;;female;1954-02-08;17391;Steinmocker;Mecklenburg-Vorpommern;SK;0;SK
2005651;Lera;Liebgen;;female;1954-02-06;66484;Riedelberg;Rheinland-Pfalz;DE;1;DE
2006623;Kilian-Liam;GĂ¤nswein;;male;1954-02-05;37345;Bockelnhagen;ThĂĽringen;DE;1;DE
2009419;Ă–zer;Bozdag;;male;1954-02-02;48369;Saerbeck;Nordrhein-Westfalen;SK;0;SK
2003595;Funmilayo;HĂĽbers;;female;1954-02-01;50670;KĂ¶ln;Nordrhein-Westfalen;DE;1;DE
2007111;Yenumi;Wiedenmair;;female;1954-02-01;97209;VeitshĂ¶chheim;Bayern;AT;2;AT
2004277;DaniloviÄŤ;Kurpjuweit;;male;1954-01-29;35580;Wetzlar;Hessen;AT;2;AT
2005056;Ecem;Jennewien;;female;1954-01-24;79761;Waldshut-Tiengen;Baden-WĂĽrttemberg;SK;0;SK
2003718;Besian;StĂ¶lzgen;;male;1954-01-21;63928;EichenbĂĽhl;Bayern;SK;0;SK
2005832;Omotoke;Franzky;;female;1954-01-19;46286;Dorsten;Nordrhein-Westfalen;AT;2;AT
2006581;Martsana;StĂ¶ckermann;;female;1954-01-17;55765;Elchweiler;Rheinland-Pfalz;DE;1;DE
2008028;Viá»‡t;Scharp;;female;1954-01-17;67808;WĂĽrzweiler;Rheinland-Pfalz;DE;1;DE
2009108;Jirina;Kretzschmer;;female;1954-01-17;15898;Neuzelle MĂ¶biskruge;Brandenburg;SK;0;SK
2004051;Kleopatra;VĂ¶lkes;;female;1954-01-13;29499;Zernien;Niedersachsen;AT;2;AT
2007421;Mailow;Kuns;;male;1954-01-13;17089;Breest;Mecklenburg-Vorpommern;AT;2;AT
2009852;Kila;Fiedelers;;female;1953-11-11;38228;Salzgitter Lichtenberg;Niedersachsen;SK;0;SK
2007343;Spencer-Newt;Nunamaker;;male;1953-11-08;54576;Dohm-Lammersdorf;Rheinland-Pfalz;DE;1;DE
2007130;Nicolaos;Moelchert;;male;1953-11-06;74736;Hardheim;Baden-WĂĽrttemberg;AT;2;AT
2008824;Norwin;Haensl;;male;1953-11-04;55758;Allenbach;Rheinland-Pfalz;AT;2;AT
2004252;Apostolos;Rauchfusz;;male;1953-10-29;2923;Horka;Sachsen;DE;1;DE
2000347;Jack;Lotze;;male;1953-10-26;91353;Hausen;Bayern;SK;0;SK
2004530;Petrov;KrauĂźhaar;;male;1953-10-21;55765;Ellenberg;Rheinland-Pfalz;AT;2;AT
2002371;Ayah;Adam;;female;1953-10-10;15518;Rauen;Brandenburg;SK;0;SK
2000360;Erdin;Kuhlenkampff;;male;1953-09-30;27432;Basdahl;Niedersachsen;SK;0;SK
