CID;Meno/Priezvisko;Priezvisko;Tituly;pohlavie;Datum narodenia;Adresa;Danovy domicil;Stĺpec2;Stĺpec3
30001817;Mas'ouda;Casemir;;žena;20.9.1954;Papendorf ,Mecklenburg-Vorpommern, 18059;AT;2;AT
30005589;Quentin;Dikmen;;muž;9.10.1954;SchĂ¶nhagen ,Brandenburg, 16866;SK;0;SK
30007248;Kiara-Anju;Brausewetter;;žena;19.10.1954;Mittelbach bei Chemnitz ,Sachsen, 9224;SK;0;SK
30007894;Damian;Henssen;;muž;22.11.1954;Rottelsdorf ,Sachsen-Anhalt, 6295;DE;1;DE
30003720;Mayenne;Weinkauff;;žena;24.11.1954;Tonndorf ,ThĂĽringen, 99438;DE;1;DE
30003057;Gerolf;TheyĂźen;;muž;13.12.1954;Harth-PĂ¶llnitz Struth ,ThĂĽringen, 7589;DE;1;DE
30001154;Charissa-Jenelle;Zweig;;žena;29.12.1954;Thanstein ,Bayern, 92554;AT;2;AT
30004543;Michele;Stadelmann;;žena;23.1.1955;Vierherrenborn ,Rheinland-Pfalz, 54314;SK;0;SK
30004420;Levin-Luan;Brohaska;;muž;11.2.1955;Lichtenfels ,Bayern, 96215;DE;1;DE
30001034;Nadaa;BĂ¤rwolff;;žena;28.5.1955;Hoyerswerda ,Sachsen, 2977;SK;0;SK
30006552;Ellyn;Krefting;;žena;9.6.1955;Reesdorf ,Sachsen-Anhalt, 39291;SK;0;SK
30004380;Milin;Klimek;;žena;28.7.1955;Renthendorf ,ThĂĽringen, 7646;AT;2;AT
30003236;Wandong;SchwĂ¤ger;;žena;1.8.1955;Sarmersbach ,Rheinland-Pfalz, 54552;SK;0;SK
30008173;Uhud;Huperz;;muž;14.8.1955;Griesheim ,Hessen, 64347;SK;0;SK
30007670;Olivia;Schneekluth;;žena;20.8.1955;Aachen ,Nordrhein-Westfalen, 52076;SK;0;SK
30009792;Hyumet;GrĂ¶neveld;;žena;22.8.1955;Ettinghausen ,Rheinland-Pfalz, 56244;SK;0;SK
30009522;Matondo;Blum;;žena;22.8.1955;Herschbroich ,Rheinland-Pfalz, 53518;AT;2;AT
30005603;Oguz;Radszuweit;;muž;11.9.1955;Oerlenbach ,Bayern, 97714;SK;0;SK
30002161;Annadora;Dreysse;;žena;20.9.1955;HĂ¶wisch ,Sachsen-Anhalt, 39615;DE;1;DE
30004537;BartholomĂ¤us;SchĂ¶nkaes;;muž;30.9.1955;Woldegk ,Mecklenburg-Vorpommern, 17348;AT;2;AT
30001572;Soher;Paulmaier;;muž;1.10.1955;Ringelai ,Bayern, 94160;SK;0;SK
30003298;Aidina;Hanzl;;žena;2.10.1955;Eltville am Rhein ,Hessen, 65345;SK;0;SK
30003399;Nur;Jokubaitis;;žena;3.10.1955;WeiĂźendorf ,ThĂĽringen, 7950;AT;2;AT
30002478;Nazanin;Schriefer;;žena;10.11.1955;Westendorf ,Bayern, 86707;SK;0;SK
30005365;Pascal;van der Molen;;muž;11.11.1955;Eckartsberga ,Sachsen-Anhalt, 6648;SK;0;SK
30000250;Faustina;Coen;;žena;3.12.1955;Tessin ,Mecklenburg-Vorpommern, 18195;DE;1;DE
30006706;Liya-Derin;Pfeffle;;žena;5.12.1955;EĂźweiler ,Rheinland-Pfalz, 67754;DE;1;DE
30005277;Reili;Kubuteit;;žena;14.1.1956;SchĂ¶nau-Berzdorf auf dem Eigen ,Sachsen, 2899;DE;1;DE
30000593;Ann-Marie;Neuteifl;;žena;7.2.1956;Hinrichshagen ,Mecklenburg-Vorpommern, 17194;AT;2;AT
30002290;Chelton;Zajaczkowski;;muž;9.3.1956;Sulzfeld am Main ,Bayern, 97320;DE;1;DE
30003932;Mileya;Liebert;;žena;28.3.1956;Niederlehme ,Brandenburg, 15751;SK;0;SK
30008450;Tayler;Ă–ztas;;muž;29.3.1956;GrĂ¶ditz ,Sachsen, 1609;AT;2;AT
30006813;Bessem;Wiesbauer;;žena;12.4.1956;Lunestedt ,Niedersachsen, 27616;SK;0;SK
30004258;Mert-Metin;Nikerl;;muž;26.4.1956;Kappel ,Rheinland-Pfalz, 55483;AT;2;AT
30009360;Jaad;Justus;;muž;3.5.1956;Bremerhaven ,Bremen, 27580;AT;2;AT
30002068;Gresa;Meyerhans;;žena;30.5.1956;Zeschdorf ,Brandenburg, 15326;SK;0;SK
30007733;Leo-Leonard;Lindenbaum;;muž;1.6.1956;Murr ,Baden-WĂĽrttemberg, 71711;SK;0;SK
30006509;Fruma;Jannek;;žena;2.7.1956;Rinteln Steinbergen ,Niedersachsen, 31737;AT;2;AT
30005123;Sunisa;Knapich;;žena;5.7.1956;Breiholz ,Schleswig-Holstein, 24797;AT;2;AT
30006455;Matheus;Haupert;;muž;25.7.1956;Kiel ,Schleswig-Holstein, 24149;AT;2;AT
30002725;Klement;Prozeller;;muž;18.8.1956;Hannover ,Niedersachsen, 30177;SK;0;SK
30000860;Liu;Giernoth;;muž;20.9.1956;NĂĽrnberg ,Bayern, 90419;DE;1;DE
30000299;Floriane;WeiĂźkittel;;žena;3.11.1956;Freiamt ,Baden-WĂĽrttemberg, 79348;AT;2;AT
30003553;Leander;Rosenstengel;;muž;15.11.1956;Schmatzfeld ,Sachsen-Anhalt, 38855;DE;1;DE
30006178;Lea-Fabienne;Gehrholz;;žena;26.11.1956;Kollmar ,Schleswig-Holstein, 25377;AT;2;AT
30003847;Annik;Schomeier;;žena;4.12.1956;Maxdorf ,Rheinland-Pfalz, 67133;DE;1;DE
30006796;KĂ¤te;Brandmueller;;žena;12.12.1956;JĂ¤venitz ,Sachsen-Anhalt, 39638;DE;1;DE
30005642;Teresa;Prunhuber;;muž;19.12.1956;Schleife ,Sachsen, 2959;SK;0;SK
30005946;Ryon;Thomass;;muž;4.1.1957;Braderup ,Schleswig-Holstein, 25923;AT;2;AT
30006730;Bac;Szolc;;muž;6.2.1957;Dorna ,Sachsen-Anhalt, 6901;AT;2;AT
30004907;Wend-Panga;Knappik;;muž;2.3.1957;Scheuder ,Sachsen-Anhalt, 6386;SK;0;SK
30003303;Alica;Naujokas;;žena;7.3.1957;Rheinsberg ZĂĽhlen ,Brandenburg, 16831;SK;0;SK
30002814;Lien;Budwillat;;žena;24.3.1957;Hamburg Nienstedten ,Hamburg, 22609;DE;1;DE
30002386;Jorne;BĂĽhlmayr;;muž;12.4.1957;Lehnstedt ,ThĂĽringen, 99441;SK;0;SK
30005229;Demjen;Rimscha;;muž;10.5.1957;Stuttgart Sillenbuch ,Baden-WĂĽrttemberg, 70619;DE;1;DE
30007981;Theodor;GroĂźpeter;;muž;23.5.1957;Oerlenbach ,Bayern, 97714;DE;1;DE
30002791;Medea;Goldfisch;;žena;2.6.1957;Ockenfels ,Rheinland-Pfalz, 53545;AT;2;AT
30002379;Leonianus;Scheeper;;muž;2.6.1957;Rostock ,Mecklenburg-Vorpommern, 18069;DE;1;DE
30005495;Wome;Schilinsky;;muž;17.6.1957;Neuenhagen bei Berlin ,Brandenburg, 15366;DE;1;DE
30009888;Janick;Nieclaus;;muž;25.6.1957;Tirpersdorf ,Sachsen, 8606;AT;2;AT
30007133;KĂ©mi;HanĂźke;;muž;30.6.1957;Niederhausen ,Rheinland-Pfalz, 55585;SK;0;SK
30009292;Joline;Arntzen;;žena;5.7.1957;Ederheim ,Bayern, 86739;SK;0;SK
30007565;Mateea;TĂĽrkdĂ¶nmez;;žena;28.7.1957;BĂĽtzer ,Brandenburg, 14715;DE;1;DE
30009497;Selmir;Sengebusch;;muž;29.7.1957;Obersteinebach ,Rheinland-Pfalz, 56593;DE;1;DE
30009114;Iso;Marcks;;muž;5.9.1957;Dierdorf ,Rheinland-Pfalz, 56269;DE;1;DE
30002267;Peik;Weckmueller;;muž;6.9.1957;Regesbostel ,Niedersachsen, 21649;SK;0;SK
30007016;Sebahat;Voeltz;;žena;13.9.1957;Kirch Jesar ,Mecklenburg-Vorpommern, 19230;AT;2;AT
30001695;Hakka;Apell;;žena;5.10.1957;Drogen ,ThĂĽringen, 4626;DE;1;DE
30009950;Tjare;Denzlinger;;muž;19.10.1957;Badow ,Mecklenburg-Vorpommern, 19209;AT;2;AT
30002657;Pascale;Nowikowa;;žena;14.11.1957;Seevetal ,Niedersachsen, 21218;DE;1;DE
30006869;Houssainatov;Neumeister;;žena;29.11.1957;IbbenbĂĽren ,Nordrhein-Westfalen, 49477;SK;0;SK
30008167;Meifang;Schimkuhs;;žena;22.12.1957;Stadthagen ,Niedersachsen, 31655;SK;0;SK
30002301;Loana;BrunĂźen;;žena;29.12.1957;Ilberstedt ,Sachsen-Anhalt, 6408;DE;1;DE
30005784;Annita;Knodel;;žena;6.1.1958;Buborn ,Rheinland-Pfalz, 67742;AT;2;AT
30001796;HoĂ ng;Szuwart;;žena;10.1.1958;Hude ,Schleswig-Holstein, 25876;DE;1;DE
30002129;Nicolae;Siebenrock;;muž;12.1.1958;Lebusa ,Brandenburg, 4936;SK;0;SK
30004964;Peri;Kupferschmit;;žena;20.2.1958;Salzburg ,Rheinland-Pfalz, 56479;SK;0;SK
30003788;Andriana;Sefzig;;žena;3.3.1958;Bad Zwischenahn ,Niedersachsen, 26160;SK;0;SK
30009186;Nando;Frensen;;muž;6.3.1958;Breitenberg ,Schleswig-Holstein, 25597;DE;1;DE
30008727;Eliud;Hanzens;;muž;18.3.1958;Bad DĂĽrkheim ,Rheinland-Pfalz, 67098;AT;2;AT
30000039;Danieli;Eppl;;muž;28.3.1958;Fischbach/RhĂ¶n ,ThĂĽringen, 36452;SK;0;SK
30001632;Lia-Nour;Krautscheidt;;žena;25.5.1958;Hemslingen ,Niedersachsen, 27386;SK;0;SK
30006569;SertaĂ§;HĂ¤nĂźen;;muž;10.6.1958;Beelitz ,Brandenburg, 14547;AT;2;AT
30007485;Abdulrahman;Boomgarden;;muž;21.6.1958;Frankfurt am Main ,Hessen, 60314;AT;2;AT
30002597;Finnley;Zimanski;;muž;24.6.1958;Hahn ,Rheinland-Pfalz, 56850;DE;1;DE
30001966;Nahla-Akinna;GĂ¶c;;žena;22.7.1958;Boxberg/Oberlausitz ,Sachsen, 2943;DE;1;DE
30004291;Jaroslav;Ewerts;;muž;2.8.1958;Neukirchen-Balbini ,Bayern, 92445;AT;2;AT
30007963;Tufan;Viebrandt;;muž;21.8.1958;Stuttgart Feuerbach ,Baden-WĂĽrttemberg, 70469;DE;1;DE
30005281;Eris;Kutschera;;muž;12.9.1958;Braunschweig ,Niedersachsen, 38102;SK;0;SK
30000516;AslÄ±nur;DaugschieĂź;;žena;19.9.1958;Sankt Julian ,Rheinland-Pfalz, 66887;DE;1;DE
30008023;Memouna;Wisockyte;;žena;20.10.1958;Gerwisch ,Sachsen-Anhalt, 39175;AT;2;AT
30006911;Thimo;Stephan;;muž;12.11.1958;Gartow Rondel ,Niedersachsen, 29471;SK;0;SK
30005538;Suse;Bramenkamp;;žena;28.1.1959;Marsberg ,Nordrhein-Westfalen, 34431;SK;0;SK
30006332;Marisan;BĂ¶hnle;;žena;4.2.1959;Casekirchen ,Sachsen-Anhalt, 6618;DE;1;DE
30005099;Aniisah;Salah;;žena;24.2.1959;Uchtspringe ,Sachsen-Anhalt, 39599;AT;2;AT
30001050;Barbara;Erdemir;;žena;6.4.1959;Berlin Kreuzberg ,Berlin, 10967;SK;0;SK
30001399;Lucan;Lenzgeiger;;muž;17.4.1959;Augsburg ,Bayern, 86153;DE;1;DE
30002672;Lilly-Joy;Lohmayr;;žena;3.5.1959;DĂĽsseldorf ,Nordrhein-Westfalen, 40489;DE;1;DE
30001388;Kahlid;Faull;;muž;24.6.1959;Gehrde ,Niedersachsen, 49596;AT;2;AT
30005768;Suraya;Kalk;;žena;8.7.1959;Bleyen-Genschmar Genschmar ,Brandenburg, 15328;DE;1;DE
30003972;SongĂĽl;GrĂĽnewalder;;žena;9.7.1959;Hamburg GroĂź Flottbek ,Hamburg, 22607;SK;0;SK
30004499;Mahsa;Vahrenkampf;;žena;17.7.1959;Syrgenstein ,Bayern, 89428;AT;2;AT
30009867;Jaane;MĂ¶vius;;žena;23.7.1959;Walternienburg ,Sachsen-Anhalt, 39264;SK;0;SK
30004017;Honza;HĂ¶ffele;;muž;26.7.1959;Rethem (Aller) ,Niedersachsen, 27336;AT;2;AT
30003224;TherĂ©se;SchĂ¤rfenberg;;žena;2.8.1959;Lindetal ,Mecklenburg-Vorpommern, 17349;DE;1;DE
30003563;Celina-Michelle;Baumgard;;žena;20.8.1959;AufseĂź ,Bayern, 91347;AT;2;AT
30005715;Felicita;Wondratscheck;;žena;27.8.1959;Aindling ,Bayern, 86447;AT;2;AT
30006934;Iggy;Berlage;;muž;3.9.1959;ZweibrĂĽcken ,Rheinland-Pfalz, 66482;SK;0;SK
30002140;ManuĂ©l;Wenert;;muž;8.9.1959;Klein Wanzleben ,Sachsen-Anhalt, 39164;AT;2;AT
30002481;Mette-Marie;HĂ¤nssler;;žena;11.9.1959;Hagelstadt ,Bayern, 93095;SK;0;SK
30004742;Motasim;Aslanoglu;;muž;28.10.1959;Alkersleben ,ThĂĽringen, 99310;AT;2;AT
30008796;Gazi;LabeĂź;;muž;5.11.1959;StraĂźberg ,Baden-WĂĽrttemberg, 72479;AT;2;AT
30004653;Ozaid;Siepel;;žena;25.11.1959;Weinsheim ,Rheinland-Pfalz, 54595;AT;2;AT
30000680;Pem;Leinhase;;muž;25.11.1959;Wittstock/Dosse Dossow ,Brandenburg, 16909;DE;1;DE
30008920;Violeta;Wolfschmitt;;žena;28.11.1959;Waldkraiburg ,Bayern, 84478;AT;2;AT
30004339;Tjare;Veitenhansl;;muž;1.12.1959;Schonach im Schwarzwald ,Baden-WĂĽrttemberg, 78136;DE;1;DE
30008422;Adonay;Kottmair;;muž;4.12.1959;Farschweiler ,Rheinland-Pfalz, 54317;AT;2;AT
30002014;Naythan;Baarsch;;muž;5.12.1959;Auetal Poggenhagen ,Niedersachsen, 31749;AT;2;AT
30009788;Rhona;Gautier;;žena;18.12.1959;LĂĽbeck ,Schleswig-Holstein, 23558;AT;2;AT
30007706;Wahid;GĂ¶ner;;muž;26.12.1959;KlĂ¤den ,Sachsen-Anhalt, 39619;DE;1;DE
30001671;Alise;Hamurcu;;žena;17.1.1960;Lunow-Stolzenhagen ,Brandenburg, 16248;AT;2;AT
30005834;Osman-Alp;Jonuschas;;muž;4.2.1960;ThalmĂ¤ssing ,Bayern, 91177;SK;0;SK
30009507;Sozdar;ZĂ¤nger;;žena;14.2.1960;Volkach ,Bayern, 97332;AT;2;AT
30001360;Sean;Cengiz;;muž;26.2.1960;MĂ¶ckmĂĽhl ,Baden-WĂĽrttemberg, 74219;DE;1;DE
30008417;Tayler;Funck;;žena;4.4.1960;MĂĽnchen ,Bayern, 81735;DE;1;DE
30004137;Niyo;Ahrnsen;;muž;6.5.1960;Kisdorf ,Schleswig-Holstein, 24629;DE;1;DE
30007139;Ngozi;Kamphans;;žena;13.5.1960;Albstadt ,Baden-WĂĽrttemberg, 72461;AT;2;AT
30005356;Saaliha;Kathen;;žena;29.5.1960;Donzdorf ,Baden-WĂĽrttemberg, 73072;AT;2;AT
30005508;Rustamovna;Kindl;;žena;10.6.1960;Am GroĂźen Bruch Hamersleben ,Sachsen-Anhalt, 39393;SK;0;SK
30001507;Noreen;Homann;;žena;2.7.1960;Ammeldingen bei Neuerburg ,Rheinland-Pfalz, 54673;SK;0;SK
30001477;Ebazerova;Uhli;;žena;7.9.1960;Mannhausen ,Sachsen-Anhalt, 39359;DE;1;DE
30005110;Anian;Winzerling;;muž;10.10.1960;Boock ,Sachsen-Anhalt, 39606;DE;1;DE
30000436;Anna-Emilia;Roberz;;žena;10.10.1960;Morungen ,Sachsen-Anhalt, 6528;DE;1;DE
30001314;Rani;Lenzing;;žena;26.10.1960;Reichenbach ,Rheinland-Pfalz, 55776;AT;2;AT
30000644;Sly;Dworrack;;muž;14.11.1960;Magdeburg ,Sachsen-Anhalt, 39120;AT;2;AT
30001479;Ă‡aÄźrÄ±;Remenschnitter;;muž;15.11.1960;QuetzdĂ¶lsdorf ,Sachsen-Anhalt, 6780;SK;0;SK
30005390;Diniz;Grot;;žena;20.11.1960;JĂ¶Ăźnitz ,Sachsen, 8547;SK;0;SK
30007289;Lenny;Davulcu;;muž;9.12.1960;Schipkau ,Brandenburg, 1968;SK;0;SK
30009827;Moritz;KĂ¶lbl;;muž;12.1.1961;Wetschen ,Niedersachsen, 49453;SK;0;SK
30002393;Jihanbeg;Voellger;;muž;30.1.1961;Leippe-Torno ,Sachsen, 2991;DE;1;DE
30005174;Pari;Gronewald;;žena;1.2.1961;BĂĽrdenbach ,Rheinland-Pfalz, 56593;SK;0;SK
30000668;Matayo;Hillgert;;muž;3.3.1961;SchĂ¶ps ,ThĂĽringen, 7768;SK;0;SK
30006472;Zaccariah;Schmužnbach;;muž;19.3.1961;Klosterfelde ,Brandenburg, 16348;AT;2;AT
30002637;Yahya;Rotermil;;žena;20.3.1961;Rehlingen-Siersburg ,Saarland, 66780;SK;0;SK
30001930;MĂŞmounatou;Winterberg;;žena;28.3.1961;Scheyern ,Bayern, 85298;SK;0;SK
30001221;Emani;HĂ¶Ăźelbarth;;žena;4.4.1961;Nieden ,Mecklenburg-Vorpommern, 17309;AT;2;AT
30003732;Konstantinovna;Grunmann;;žena;27.6.1961;Kirchhundem ,Nordrhein-Westfalen, 57399;SK;0;SK
30005762;Darion-Lucas;Klinck;;muž;14.9.1961;Gladenbach ,Hessen, 35075;AT;2;AT
30004214;Amadea;Hanek;;žena;23.11.1961;Engstingen GroĂźengstingen ,Baden-WĂĽrttemberg, 72829;SK;0;SK
30001934;Dang;Burckhard;;muž;8.12.1961;Sibbesse ,Niedersachsen, 31079;DE;1;DE
30008034;Meysa;Freercks;;žena;13.1.1962;Adenau ,Rheinland-Pfalz, 53518;DE;1;DE
30005520;Malongui;Heiderscheid;;muž;16.1.1962;Greiling ,Bayern, 83677;DE;1;DE
30002182;AmĂ©lie;Onusait;;žena;3.2.1962;WipperfĂĽrth ,Nordrhein-Westfalen, 51688;SK;0;SK
30002476;Barbette;MĂ¶bis;;žena;24.2.1962;Sallneck ,Baden-WĂĽrttemberg, 79692;AT;2;AT
30007947;Mirte;Wallrafen;;žena;3.4.1962;Gera ,ThĂĽringen, 7548;DE;1;DE
30006705;Sejdo;Michelsson;;muž;16.5.1962;Bruckberg ,Bayern, 91590;DE;1;DE
30004712;Adelajda;Mertineit;;žena;25.6.1962;Schladt ,Rheinland-Pfalz, 54534;SK;0;SK
30004570;Ben;Odewald;;muž;2.7.1962;Essingen ,Baden-WĂĽrttemberg, 73457;DE;1;DE
30004326;Janell;Carpentier;;žena;17.7.1962;Hamburg Winterhude ,Hamburg, 22305;AT;2;AT
30001904;TĂş-Anh;DreĂźen;;žena;10.8.1962;WĂĽlknitz ,Sachsen, 1609;AT;2;AT
30002982;Dita;Hedkamp;;žena;12.8.1962;Wenzenbach ,Bayern, 93173;SK;0;SK
30001589;Neylah;RohrmĂĽller;;žena;1.9.1962;Oberwesel ,Rheinland-Pfalz, 55430;AT;2;AT
30009115;Ferdiev;Peterhans;;muž;6.9.1962;Seebach ,ThĂĽringen, 99846;DE;1;DE
30008678;Ronen;Forman;;muž;10.9.1962;Heilingen ,ThĂĽringen, 7407;AT;2;AT
30009318;Abiodun;Steinhausen;;žena;21.9.1962;Hamburg Wandsbek ,Hamburg, 22041;SK;0;SK
30003314;Annahid;Petraschek;;žena;7.10.1962;DĂĽsseldorf ,Nordrhein-Westfalen, 40223;AT;2;AT
30002154;Holly;OttemĂ¶ller;;žena;17.10.1962;SchĂ¶nwald ,Brandenburg, 15910;DE;1;DE
30004226;Taleen;Schwaerzel;;žena;5.11.1962;Stolzenau Hibben ,Niedersachsen, 31592;SK;0;SK
30008550;Mustafov;Seyfrid;;muž;14.12.1962;Hamburg Barmbek-Nord ,Hamburg, 22309;SK;0;SK
30003971;Ervin;BleifuĂź;;muž;13.1.1963;Gaimersheim ,Bayern, 85080;AT;2;AT
30004156;Phaedra;Fasching;;žena;29.1.1963;Lipporn ,Rheinland-Pfalz, 56357;SK;0;SK
30001688;Roukaya;FĂĽchtemeier;;žena;21.2.1963;Ellenberg ,Rheinland-Pfalz, 55765;DE;1;DE
30000811;Verlyn;Reinartz;;muž;25.2.1963;ZĂ¶llnitz ,ThĂĽringen, 7751;AT;2;AT
30004803;Budach;Uschkoreit;;muž;18.4.1963;Reifferscheid ,Rheinland-Pfalz, 53520;AT;2;AT
30000001;Róbert;Tester;JUDr.;muž;19.4.1963;Bratislava ,Bratislavský, 84104;DE;1;DE
30000185;Maximilien;LeiĂźner;;muž;24.4.1963;Obernbreit ,Bayern, 97342;SK;0;SK
30009365;Ludmilla;Kuzucu;;žena;30.4.1963;Eging am See ,Bayern, 94535;SK;0;SK
30008535;Jermar;Schneiderjohann;;muž;30.4.1963;MankmuĂź ,Brandenburg, 19357;SK;0;SK
30006002;Feliz;Frohmader;;muž;1.5.1963;Auerbach ,Sachsen, 9392;AT;2;AT
30006622;Dumitriza;Huter;;žena;4.5.1963;Espenau ,Hessen, 34314;DE;1;DE
30004131;Mohammed;Mikolei;;žena;17.5.1963;WĂĽrzburg ,Bayern, 97080;AT;2;AT
30003944;Giulio;Schwabeland;;muž;9.7.1963;Ihlienworth ,Niedersachsen, 21775;SK;0;SK
30000041;Denysovna;Bierfischer;;žena;2.8.1963;Scharnebeck ,Niedersachsen, 21379;AT;2;AT
30005230;Akain;Janissen;;muž;25.8.1963;WeiĂźensberg ,Bayern, 88138;DE;1;DE
30004937;Ben-Enrico;KlĂ¤Ăźing;;muž;27.8.1963;Vollersode ,Niedersachsen, 27729;AT;2;AT
30000180;Tefik;Hegenbarth;;muž;28.8.1963;Blaubeuren Wennenden ,Baden-WĂĽrttemberg, 89143;AT;2;AT
30000903;GwenaĂ«l;Niedermeier;;muž;4.9.1963;Stuttgart Zuffenhausen ,Baden-WĂĽrttemberg, 70469;SK;0;SK
30000070;Tullio;Meykranz;;muž;10.9.1963;WaldbĂ¶ckelheim ,Rheinland-Pfalz, 55596;AT;2;AT
30005620;Jood;Findik;;žena;11.10.1963;Bennewitz ,Sachsen, 4828;DE;1;DE
30001095;Mia-Luisa;Preisig;;žena;1.11.1963;Dielkirchen ,Rheinland-Pfalz, 67811;DE;1;DE
30008000;Kora;Kuerschner;;žena;6.11.1963;Wildeck ,Hessen, 36208;AT;2;AT
30001155;Kiko;Sokolovski;;žena;17.11.1963;HĂ¶nningen ,Rheinland-Pfalz, 53506;DE;1;DE
30003831;Lucienne;Draxler;;žena;26.1.1964;GroĂźenbrode ,Schleswig-Holstein, 23775;AT;2;AT
30008529;Deniz;Sivaslioglu;;žena;5.3.1964;Hamburg ,Hamburg, 22457;AT;2;AT
30007383;Ehlin;JonaĂźon;;žena;6.3.1964;Friedewald ,Rheinland-Pfalz, 57520;DE;1;DE
30007904;GĂĽlperi-Ela;Duerkop;;žena;15.3.1964;Gehrweiler ,Rheinland-Pfalz, 67724;DE;1;DE
30007893;Senda;Cakirer;;žena;19.3.1964;Reifferscheid ,Rheinland-Pfalz, 53520;AT;2;AT
30007600;Milu;Grosjohann;;muž;20.3.1964;MĂ¶nkhagen ,Schleswig-Holstein, 23619;AT;2;AT
30000791;Hailie;Naujeck;;žena;20.4.1964;Dahlem ,Niedersachsen, 21368;SK;0;SK
30007669;MĂ rk;Stellmaszick;;muž;6.5.1964;Lichterfelde ,Sachsen-Anhalt, 39615;SK;0;SK
30006357;Taitu;Vulpius;;žena;7.5.1964;Schwarzach bei Nabburg ,Bayern, 92548;AT;2;AT
30003076;Meliah;Pavlovskis;;žena;7.5.1964;Albaching ,Bayern, 83539;SK;0;SK
30002787;Nica;Buchheit;;žena;14.5.1964;Attenweiler ,Baden-WĂĽrttemberg, 88448;SK;0;SK
30006913;Editha;Senkpeil;;žena;19.5.1964;Brachtendorf ,Rheinland-Pfalz, 56761;AT;2;AT
30006804;Assia;Kallert;;žena;26.6.1964;TĂ¶pen ,Bayern, 95183;AT;2;AT
30003361;Tomas;Owczarzak;;muž;9.7.1964;Dennweiler-Frohnbach ,Rheinland-Pfalz, 66871;AT;2;AT
30003308;Rosalia;Kasimirowicz;;žena;20.7.1964;Ense ,Nordrhein-Westfalen, 59469;DE;1;DE
30000950;Denelle;Bauers;;žena;23.7.1964;Reichenwalde Kolpin ,Brandenburg, 15526;SK;0;SK
30007210;Cafer;Karlson;;muž;25.7.1964;Beierfeld ,Sachsen, 8340;SK;0;SK
30007159;Anika;Robbert;;žena;25.7.1964;Schonach im Schwarzwald ,Baden-WĂĽrttemberg, 78136;SK;0;SK
30000514;Vasilisa;Faslabend;;žena;22.8.1964;Langenbach bei Kirburg ,Rheinland-Pfalz, 57520;SK;0;SK
30008239;Denna;BĂĽchner;;žena;9.9.1964;Laupheim ,Baden-WĂĽrttemberg, 88471;SK;0;SK
30001199;Neno;Oechslen;;muž;12.9.1964;Attenhofen ,Bayern, 84091;DE;1;DE
30006244;Soye;Fassbender;;žena;17.9.1964;Bad Lauterberg im Harz ,Niedersachsen, 37431;SK;0;SK
30009276;Zainab;OlschĂ¶wski;;žena;8.10.1964;Egglham ,Bayern, 84385;SK;0;SK
30002517;Abdulkadir;GĂ¶bbels;;muž;17.10.1964;Henneberg ,ThĂĽringen, 98617;DE;1;DE
30004196;Lindsey;Brucher;;žena;13.11.1964;HeckenmĂĽnster ,Rheinland-Pfalz, 54518;SK;0;SK
30005826;Meral;Gerstacker;;žena;14.11.1964;Hamburg Alsterdorf ,Hamburg, 22297;DE;1;DE
30000479;JanicĂ©-Jayla;SchwĂ¤rzli;;žena;26.11.1964;Freiamt ,Baden-WĂĽrttemberg, 79348;SK;0;SK
30000061;Clarence;Bergmueller;;muž;12.12.1964;BechstedtstraĂź ,ThĂĽringen, 99428;SK;0;SK
30006767;Sayed;Wohlfrom;;muž;13.12.1964;Hentern ,Rheinland-Pfalz, 54314;SK;0;SK
30006198;Zaia;Stecknitz;;muž;7.1.1965;Rehlingen ,Niedersachsen, 21385;AT;2;AT
30004665;Mahin;HĂ¶lzl;;žena;9.1.1965;DoberschĂĽtz ,Sachsen, 4838;DE;1;DE
30006713;Livya;TheĂźenvitz;;žena;6.2.1965;Ramstein-Miesenbach ,Rheinland-Pfalz, 66877;DE;1;DE
30006162;Eskinder;Schwabendissen;;muž;7.2.1965;Bramstedt ,Niedersachsen, 27628;SK;0;SK
30002417;Jason-Jeremy;Trollius;;muž;11.2.1965;Herten ,Nordrhein-Westfalen, 45701;SK;0;SK
30005028;Hendrikus;Miebes;;muž;3.3.1965;Hain ,ThĂĽringen, 7957;SK;0;SK
30003181;Arnau;Weisrock;;muž;7.4.1965;Drogen ,ThĂĽringen, 4626;AT;2;AT
30001265;Kuzeyhan;StraĂź;;muž;30.4.1965;Ăśckeritz ,Mecklenburg-Vorpommern, 17459;DE;1;DE
30001345;Samaa;Tomaszewska;;žena;1.5.1965;Gilzem ,Rheinland-Pfalz, 54298;DE;1;DE
30009166;Malyn;Mispel;;žena;2.5.1965;MĂ¶rsdorf ,Rheinland-Pfalz, 56290;AT;2;AT
30007338;Illiyiin;Bopp;;žena;4.5.1965;Hamburg Hohenfelde ,Hamburg, 22089;AT;2;AT
30007059;Amoako;Kalwelis;;muž;22.5.1965;Steinmauern ,Baden-WĂĽrttemberg, 76479;DE;1;DE
30008903;Hediye;Simmath;;žena;12.6.1965;Bad Buchau ,Baden-WĂĽrttemberg, 88422;AT;2;AT
30001542;Maki;Kornel;;muž;3.7.1965;Friesoythe ,Niedersachsen, 26169;SK;0;SK
30001008;Ewan;Wallters;;muž;20.7.1965;Neustadt am Kulm ,Bayern, 95514;SK;0;SK
