CID;Meno/Priezvisko;Priezvisko;Tituly pred;Pohlavie;Datum narodenia;PSČ;Mesto;Kraj;Danovy domicil2
60000754;Merkel;Quiatek;;žena;13.04.1947;6917;Jessen (Elster) Reicho;Sachsen-Anhalt;DE
60004126;ÄĂ´ng;Mittelmayer;;muž;13.04.1956;24601;Wankendorf;Schleswig-Holstein;DE
60003301;Rino;Schmelzlein;;muž;13.04.1965;91793;Alesheim;Bayern;DE
60003555;MĂ©lodie;Direk;;žena;13.04.1971;4916;Werchau;Brandenburg;DE
60001700;Simeonne;Jacubowski;;žena;13.04.1974;26532;GroĂźheide Menstede-Coldinne;Niedersachsen;DE
60009433;Ylvie;Novikov;;žena;13.04.2002;86507;Oberottmarshausen;Bayern;DE
60003385;Wanja;Schymonski;;žena;13.04.2006;63454;Hanau;Hessen;DE
60006158;Eni;Kopmans;;muž;13.04.1927;35119;Rosenthal;Hessen;DE
60008329;Dionys;Wehner;;muž;13.04.1951;29496;Waddeweitz Salderatzen;Niedersachsen;DE
60007376;Osman;TĂĽrkan;;muž;13.04.1980;76891;Nothweiler;Rheinland-Pfalz;DE
60007660;CĂ©sar;Notbohm;;muž;13.04.1981;23627;GroĂź GrĂ¶nau;Schleswig-Holstein;DE
60000508;Ora;Henssen;;žena;13.04.1993;25875;SchobĂĽll;Schleswig-Holstein;DE
60007027;Shehadeh;Feuchtl;;muž;13.04.1930;15320;Neutrebbin;Brandenburg;DE
60004584;Teilo;Follmer;;muž;13.04.1930;77790;Steinach;Baden-WĂĽrttemberg;DE
60008957;Leonia-Leilani;Taepper;;žena;13.04.1963;15306;Vierlinden Diedersdorf;Brandenburg;DE
60005030;Katriel;Walterskoetter;;žena;13.04.1969;24357;Fleckeby;Schleswig-Holstein;DE
60002331;Veskov;Mikulle;;muž;13.04.1944;66989;NĂĽnschweiler;Rheinland-Pfalz;DE
60003191;Esila;Geerts;;žena;13.04.1951;66904;BĂ¶rsborn;Rheinland-Pfalz;DE
60003166;Bronia;Westermann;;žena;13.04.1953;17194;Jabel;Mecklenburg-Vorpommern;DE
60002343;Romi;SchĂ¤fermeier;;muž;13.04.1953;19294;Gorlosen;Mecklenburg-Vorpommern;DE
60004364;Nelia;Drexlmeier;;žena;13.04.1954;13407;Berlin;Berlin;DE
60005309;Momo;Koeler;;muž;13.04.1991;27404;Elsdorf;Niedersachsen;DE
60002632;Edi;Feger;;muž;13.04.1930;17237;Klein Vielen;Mecklenburg-Vorpommern;DE
60005433;Sumeja;Winklmayer;;žena;13.04.1939;89444;Villenbach;Bayern;DE
60000385;Ayesh;Dentzer;;muž;13.04.1942;55629;Schwarzerden;Rheinland-Pfalz;DE
60005276;Gimena;Kemmerer;;žena;13.04.1964;19386;Kritzow;Mecklenburg-Vorpommern;DE
60008393;Nadine;Nikoleitzik;;muž;13.04.1973;37281;Wanfried;Hessen;DE
60008270;Julia-Sophie;Ekizoglu;;žena;13.04.1986;57319;Bad Berleburg Berghausen;Nordrhein-Westfalen;DE
60001191;Lyativ;Oberhansl;;muž;13.04.1989;48149;MĂĽnster;Nordrhein-Westfalen;DE
60002187;Theadora;Balschunn;;žena;13.04.1998;23628;Krummesse;Schleswig-Holstein;DE
60004882;Aayan;Rolff;;muž;13.04.2006;24220;Boksee;Schleswig-Holstein;DE
60001534;Min-Ho;Henreich;;muž;13.05.1920;29413;Langenapel;Sachsen-Anhalt;DE
60000086;Amy-Joline;Kleinknecht;;žena;13.05.1938;22299;Hamburg;Hamburg;DE
60007591;Emmett;Osoling;;muž;13.05.1980;37124;Rosdorf;Niedersachsen;DE
60005403;Ziv;Buescher;;žena;13.05.1999;25779;Wiemerstedt;Schleswig-Holstein;DE
60001627;May-Lai;Jungmayer;;žena;13.05.2003;85591;Vaterstetten;Bayern;DE
60001130;Rania;Siegmunt;;žena;13.05.1946;68642;BĂĽrstadt;Hessen;DE
60004162;Sivert;Zaumueller;;muž;13.05.1948;31675;BĂĽckeburg Evesen;Niedersachsen;DE
60008705;Mehmetovna;HĂ¶lzemann;;žena;13.05.1956;23539;LĂĽbeck;Schleswig-Holstein;DE
60008688;Thessa;Kesler;;žena;13.05.1957;54413;Geisfeld;Rheinland-Pfalz;DE
60000212;Mahir-MiraĂ§;Weckbrodt;;muž;13.05.1968;97640;Stockheim;Bayern;DE
60002087;Eyleen;HĂĽgen;;žena;13.05.1940;39448;Etgersleben;Sachsen-Anhalt;DE
60006631;Hatan;Fawer;;muž;13.05.1962;51503;RĂ¶srath;Nordrhein-Westfalen;DE
60006959;NaĂŻm;Eysfeld;;muž;13.05.1987;56253;Treis-Karden;Rheinland-Pfalz;DE
60002898;Ali;Baer;;muž;13.05.1933;3185;Teichland;Brandenburg;DE
60003594;Nicolaos;Schirmer;;muž;13.05.1958;69118;Heidelberg;Baden-WĂĽrttemberg;DE
60007539;Mbu;Steponath;;muž;13.05.1959;8301;Schlema;Sachsen;DE
60008103;Elisa-Marie;Tenbusch;;žena;13.05.1981;29693;BĂ¶hme;Niedersachsen;DE
60002251;Sidney;SĂĽĂź;;žena;13.05.1982;95490;Mistelgau;Bayern;DE
60000624;Serif;Amberge;;muž;13.05.2004;80636;MĂĽnchen;Bayern;DE
60002156;Adenike;Horatschek;;žena;13.05.2009;87653;Eggenthal;Bayern;DE
60005203;Eyla;Geilfuhs;;žena;13.05.1936;66497;Contwig;Rheinland-Pfalz;DE
60001543;Robin;Waidmann;;muž;13.05.1938;38304;WolfenbĂĽttel;Niedersachsen;DE
60006410;Jona-Gabriel;Jansens;;muž;13.05.1940;99834;Oberellen;ThĂĽringen;DE
60006942;Melak;Canak;;žena;13.05.1955;27356;Rotenburg (WĂĽmme);Niedersachsen;DE
60002865;Luqmanulhakim;Ahlfs;;muž;13.05.1968;21465;Reinbek;Schleswig-Holstein;DE
60001608;Mikhael;Kollodzeiski;;muž;13.05.1958;94436;Simbach;Bayern;DE
60007445;Ngá»Ťc;Hartlein;;žena;13.05.1965;39291;KrĂĽssau;Sachsen-Anhalt;DE
60004145;Alexandra;MĂ¶ser;;žena;13.05.1965;25704;Nordermeldorf;Schleswig-Holstein;DE
60006373;Amatus;Wietschorek;;muž;13.05.1972;25767;WennbĂĽttel;Schleswig-Holstein;DE
60003152;Jamain;Rausch;;muž;13.05.1986;56412;Welschneudorf;Rheinland-Pfalz;DE
60005972;Jamaier;Maretzek;;muž;13.05.1961;66500;Hornbach;Rheinland-Pfalz;DE
60008426;Dylan;Adamse;;muž;13.05.1967;19089;Tramm;Mecklenburg-Vorpommern;DE
60002667;Leon;Hauck;;žena;13.05.2003;39175;Woltersdorf;Sachsen-Anhalt;DE
60006800;Arein;Everard;;muž;13.05.2005;96369;WeiĂźenbrunn;Bayern;DE
60001082;Teoman;Akpolat;;muž;13.05.1927;26452;Sande CĂ¤ciliengroden;Niedersachsen;DE
60003185;Samina;Knoblock;;žena;13.05.1937;21640;Neuenkirchen;Niedersachsen;DE
60002045;Hirohisa;Wulfern;;muž;13.05.1965;87616;Wald;Bayern;DE
60004721;Seyed;Fettweis;;muž;13.05.1980;55288;Udenheim;Rheinland-Pfalz;DE
60007018;Odilia;Dawid;;žena;13.05.1981;79280;Au;Baden-WĂĽrttemberg;DE
60008553;Shon;Kuenzer;;muž;13.05.2006;6780;LĂ¶beritz;Sachsen-Anhalt;DE
60002641;Ronahi;Sezer;;žena;13.05.2009;90587;Tuchenbach;Bayern;DE
60005964;Nazra;Andress;;žena;13.05.1921;37217;Witzenhausen;Hessen;DE
60001209;Aynur;Fredrich;;muž;13.05.1925;69259;Wilhelmsfeld;Baden-WĂĽrttemberg;DE
60006842;Keali;Wybranitz;;žena;13.05.1977;97529;Sulzheim;Bayern;DE
60005790;Ndeh;HolzĂ¤pfel;;muž;13.05.1985;60486;Frankfurt am Main;Hessen;DE
60008268;Emran;KlĂĽsserath;;muž;13.05.1993;4932;Reichenhain;Brandenburg;DE
60008455;Aid;Tasdemir;;muž;14.01.1942;29482;KĂĽsten TĂĽschau;Niedersachsen;DE
60001509;Sevde-HĂĽma;Renault;;žena;14.01.1971;27446;Selsingen;Niedersachsen;DE
60001015;Noel-Finnley;VĂ¶tterle;;muž;14.01.1977;84103;Postau;Bayern;DE
60007742;Takoia;Cirsten;;žena;14.01.1981;57612;Volkerzen;Rheinland-Pfalz;DE
60004478;Dulijana;RĂ¶ttgerding;;žena;14.01.1983;56355;Diethardt;Rheinland-Pfalz;DE
60007055;Jayce-Thomas;HĂ¤berl;;muž;14.01.1995;16928;Lindenberg;Brandenburg;DE
60008755;Purity;Ahleff;;žena;14.01.1942;22159;Hamburg;Hamburg;DE
60008717;Marali;Wolfrath;;žena;14.01.1956;24326;Nehmten;Schleswig-Holstein;DE
60009839;Lamine;Kranwetvogel;;muž;14.01.1959;19067;Langen BrĂĽtz;Mecklenburg-Vorpommern;DE
60008007;Tomoshi;Kemnitzer;;muž;14.01.1984;15910;GrĂ¶ditsch;Brandenburg;DE
60008390;Simeonne;Eckhart;;žena;14.01.2003;55234;Bechtolsheim;Rheinland-Pfalz;DE
60000605;Shiloah;Sonnentag;;žena;14.01.2003;7646;Trockenborn-Wolfersdorf;ThĂĽringen;DE
60000989;Una;FlurschĂĽtz;;žena;14.01.2008;54595;Weinsheim;Rheinland-Pfalz;DE
60007160;Charlie-Bo;Goedecke;;muž;14.01.1934;56370;Biebrich;Rheinland-Pfalz;DE
60006123;Ăine;Enderlein;;žena;14.01.1964;17268;Boitzenburger Land;Brandenburg;DE
60009344;SĆˇn;Kriegk;;muž;14.01.1931;67294;Oberwiesen;Rheinland-Pfalz;DE
60007474;Florentin;Scherpenstein;;muž;14.01.1978;30449;Hannover;Niedersachsen;DE
60008577;Etta;HĂ¶ffel;;žena;14.01.2001;37633;Dielmissen;Niedersachsen;DE
60005789;Samina;Herding;;žena;14.01.2002;66346;PĂĽttlingen;Saarland;DE
60007621;Yiannis;Hartwieger;;muž;14.01.2004;22851;Norderstedt;Schleswig-Holstein;DE
60007091;Alaeha;Hansmair;;žena;14.01.1940;13055;Berlin;Berlin;DE
60005213;Mailow;Freerichs;;muž;14.01.1967;99947;Kirchheilingen;ThĂĽringen;DE
60008104;Jood;Zabke;;žena;14.01.1984;38723;Seesen;Niedersachsen;DE
60002056;Odera;Blumbergs;;žena;14.01.1991;64850;Schaafheim;Hessen;DE
60004204;Darin;Jungnikel;;muž;14.01.1923;28237;Bremen;Bremen;DE
60009671;Melina-Celine;Lindler;;žena;14.01.1947;25876;Wisch;Schleswig-Holstein;DE
60009883;Nouran;StĂ¶cklhuber;;žena;14.01.1953;55595;Sankt Katharinen;Rheinland-Pfalz;DE
60009086;Tijan;Klaesius;;muž;14.01.1960;95496;GlashĂĽtten;Bayern;DE
60007117;Cadie;TĂ¶nneĂźen;;žena;14.01.1962;15848;Friedland LeiĂźnitz;Brandenburg;DE
60008594;Suad;GrĂ¶nwaldt;;muž;14.01.1996;67823;Lettweiler;Rheinland-Pfalz;DE
60007365;Mert-Metin;BĂ¶ddicker;;muž;14.01.1920;88255;Baindt;Baden-WĂĽrttemberg;DE
60001762;Kabelo;Stegmueller;;žena;14.01.1930;39624;Winkelstedt;Sachsen-Anhalt;DE
60006989;Thang;JannĂźen;;muž;14.01.1941;25767;Arkebek;Schleswig-Holstein;DE
60004176;Georgieva;Blechschmidt;;žena;14.01.1950;39638;Gardelegen;Sachsen-Anhalt;DE
60004034;AsmĂ®n;Hackenschmid;;žena;14.01.1976;67229;Gerolsheim;Rheinland-Pfalz;DE
60008596;Takoia;Meschede;;žena;14.01.1983;75248;Ă–lbronn-DĂĽrrn;Baden-WĂĽrttemberg;DE
60006022;Marilen;KĂ¶rtje;;žena;14.01.2003;10178;Berlin;Berlin;DE
60003937;Felte;Mallinovsky;;muž;14.01.1932;21785;Neuhaus an der Oste;Niedersachsen;DE
60002493;Lexi;Beumers;;žena;14.01.1977;25582;Looft;Schleswig-Holstein;DE
60009356;Jorick;PrĂĽfer;;muž;14.01.1998;87739;Breitenbrunn;Bayern;DE
60009445;Damianos;Sedlak;;muž;14.01.2002;99610;Kleinbrembach;ThĂĽringen;DE
60009118;Ajdin;LĂĽtzenburger;;muž;14.02.1922;34497;Korbach;Hessen;DE
60001488;Erick;Krawiecka;;muž;14.02.1965;84533;Stammham;Bayern;DE
60005279;Elisa-Zara;de Haen;;žena;14.02.1978;14550;Krielow;Brandenburg;DE
60003316;San;BethfĂĽhr;;muž;14.02.2000;94439;RoĂźbach;Bayern;DE
60006548;Gal;Klages;;muž;14.02.1937;56220;Sankt Sebastian;Rheinland-Pfalz;DE
60004508;Nikkita;Veit;;žena;14.02.1939;22337;Hamburg Ohlsdorf;Hamburg;DE
60004419;Fritjof;Berghout;;muž;14.02.1956;33803;Steinhagen;Nordrhein-Westfalen;DE
60003000;Mascha;Aktepe;;žena;14.02.1956;54673;Muxerath;Rheinland-Pfalz;DE
60005374;Chantal;Vorbrod;;žena;14.02.1988;23816;Bebensee;Schleswig-Holstein;DE
60004852;Gal;BĂ¶hm;;muž;14.02.2004;6869;WĂ¶rpen;Sachsen-Anhalt;DE
60003422;Amilya;Schulmeister;;žena;14.02.1922;6369;GroĂźbadegast;Sachsen-Anhalt;DE
60004171;Billy;Simonides;;muž;14.02.1932;35287;AmĂ¶neburg;Hessen;DE
60008859;Yemoley;Stankewicz;;žena;14.02.1951;85406;Zolling;Bayern;DE
60005270;Sekina;Leonhards;;žena;14.02.1977;25364;Westerhorn;Schleswig-Holstein;DE
60002420;Saja;HĂĽg;;žena;14.02.2000;97258;Hemmersheim;Bayern;DE
60007556;Jovo-BeĹˇo;Fojcik;;muž;14.02.2004;53520;MĂĽllenbach;Rheinland-Pfalz;DE
60003542;Ă‰louann;KortĂĽmm;;muž;14.02.1920;39606;Behrendorf;Sachsen-Anhalt;DE
60003345;Anastasios;Siebott;;muž;14.02.1930;36160;Dipperz;Hessen;DE
60004227;Emmely;Mikolajczyk;;žena;14.02.1941;12099;Berlin;Berlin;DE
60004961;Eyyub-Hasan;BrunnenmĂĽller;;muž;14.02.1947;22395;Hamburg Sasel;Hamburg;DE
60002953;Stina;Kothes;;žena;14.02.1957;73765;Neuhausen auf den Fildern;Baden-WĂĽrttemberg;DE
60000401;Cordula;Haasse;;žena;14.02.1959;26474;Spiekeroog;Niedersachsen;DE
60002715;Succes;Tiel;;žena;14.02.1963;53520;Wershofen;Rheinland-Pfalz;DE
60004995;Reba;Nikolov;;žena;14.02.1972;85757;Karlsfeld;Bayern;DE
60005268;Nazdar;ScholtiĂźek;;žena;14.02.2007;3172;Gastrose-Kerkwitz;Brandenburg;DE
60000138;Quyhn-Malia;WeiĂźert;;žena;14.02.1956;97078;WĂĽrzburg;Bayern;DE
60003500;Loic;Bertrand;;muž;14.02.1960;88637;Leibertingen;Baden-WĂĽrttemberg;DE
60003628;Thá»‹nh;Joist;;muž;14.02.1966;84095;Furth;Bayern;DE
60002636;Olouwafoumi;Kreickenbom;;žena;14.02.1993;6917;Jessen (Elster) Arnsdorf;Sachsen-Anhalt;DE
60005562;Tibor;Frik;;muž;14.02.1929;24811;Owschlag;Schleswig-Holstein;DE
60000627;Jasha;GĂ¶tzlaff;;muž;14.02.1930;6724;Spora;Sachsen-Anhalt;DE
60009131;Hasim;Otjen;;muž;14.02.1935;85764;OberschleiĂźheim;Bayern;DE
60004704;Fynn-Lucas;Hoch;;muž;14.02.1942;16348;Stolzenhagen;Brandenburg;DE
60005177;Maritta;Legrand;;žena;14.02.1952;1994;Schipkau;Brandenburg;DE
60008808;Anuri;Wodars;;žena;14.02.1993;93099;MĂ¶tzing;Bayern;DE
60002181;Amy-Louisa;SchloĂźhauer;;žena;14.02.1993;34121;Kassel;Hessen;DE
60003560;Shahzad;Havner;;muž;14.02.1997;4357;Leipzig;Sachsen;DE
60008784;Philip;Paulus;;žena;14.02.2000;79682;Todtmoos;Baden-WĂĽrttemberg;DE
60004540;Emelie-Sophie;Schaepers;;žena;14.02.2002;92259;Neukirchen bei Sulzbach-Rosenberg;Bayern;DE
60005217;Winby;Wetekamp;;muž;14.02.1922;78647;Trossingen;Baden-WĂĽrttemberg;DE
60000361;Linnart;Erler;;muž;14.02.1961;25774;Krempel;Schleswig-Holstein;DE
60004500;Suzette;Maelzner;;žena;14.02.1991;64405;Fischbachtal;Hessen;DE
60006716;Polykarp;Wassilewsky;;muž;14.02.1936;70499;Stuttgart Zuffenhausen;Baden-WĂĽrttemberg;DE
60002157;Lalith;Gust;;muž;14.02.1981;87782;Unteregg;Bayern;DE
60001293;Sayani;Thijssen;;muž;14.02.1921;83209;Prien am Chiemsee;Bayern;DE
60005054;Reema;DiezelmĂĽller;;žena;14.02.1982;67808;Imsweiler;Rheinland-Pfalz;DE
60003347;Hui-Hsin;Stokman;;žena;14.02.1986;81243;MĂĽnchen;Bayern;DE
60005369;Quáşż;Grasskemper;;muž;14.02.1989;80937;MĂĽnchen;Bayern;DE
60002822;Viktorovna;Prusas;;žena;14.02.1990;98617;ObermaĂźfeld-Grimmenthal;ThĂĽringen;DE
60003195;Stavro;Rosenlacher;;muž;14.02.1960;18586;Gager;Mecklenburg-Vorpommern;DE
60003251;Zainab;Kowalew;;žena;14.02.1962;7429;DĂ¶schnitz;ThĂĽringen;DE
60001447;Can-Nebi;Wendt;;muž;14.02.1981;6258;Schkopau Korbetha;Sachsen-Anhalt;DE
60007108;Lindiwe;Mevihsen;;žena;14.02.1982;26316;Varel GrĂĽnenkamp;Niedersachsen;DE
60008356;Jamin;MĂĽnstermann;;muž;14.03.1933;21035;Hamburg AllermĂ¶he;Hamburg;DE
60001386;NoĂ¨lie;HĂĽg;;žena;14.03.1936;79215;Elzach;Baden-WĂĽrttemberg;DE
60007295;Laea;Sebastiano;;žena;14.03.1953;29465;Schnega Gielauer MĂĽhle;Niedersachsen;DE
60005291;Chahrazed;Klinglmayr;;žena;14.03.1958;6429;Gerbitz;Sachsen-Anhalt;DE
60005839;Jaylen;Kurtscheidt;;muž;14.03.1926;79194;Heuweiler;Baden-WĂĽrttemberg;DE
60005487;LorĂˇnd;GramĂĽller;;muž;14.03.1938;99955;HaussĂ¶mmern;ThĂĽringen;DE
60009956;Alanis;MuĂźil;;žena;14.03.1951;6766;Wolfen;Sachsen-Anhalt;DE
60004470;Raees;MĂ¤usnest;;muž;14.03.1976;33106;Paderborn;Nordrhein-Westfalen;DE
60000486;Khadre;Eichelhart;;muž;14.03.2001;57629;Limbach;Rheinland-Pfalz;DE
60008940;Tiwi;WĂ¤lder;;žena;14.03.1933;46537;Dinslaken;Nordrhein-Westfalen;DE
60005488;Natalia-Alicja;Willecken;;žena;14.03.1936;56291;Steinbach;Rheinland-Pfalz;DE
60008159;Yume;Forstner;;muž;14.03.1964;55234;Erbes-BĂĽdesheim;Rheinland-Pfalz;DE
60009688;Milen;Segenschmid;;muž;14.03.1965;74523;SchwĂ¤bisch Hall;Baden-WĂĽrttemberg;DE
60007686;Excellent;Speckle;;žena;14.03.1970;39319;Jerichow;Sachsen-Anhalt;DE
60005204;Noomi-Sophie;Bohnhardt;;žena;14.03.1970;58455;Witten;Nordrhein-Westfalen;DE
60002262;Arnas;Meissgeyer;;muž;14.03.1973;44145;Dortmund;Nordrhein-Westfalen;DE
60007772;Reema;Ditze;;žena;14.03.1974;67808;Bayerfeld-Steckweiler;Rheinland-Pfalz;DE
60006863;Gjulijano;Mevihsen;;muž;14.03.1979;54597;Reuth;Rheinland-Pfalz;DE
60008035;Alia;Stadlmair;;žena;14.03.1937;99338;NeusiĂź;ThĂĽringen;DE
60005295;Esmanur;Stocking;;žena;14.03.1955;27327;Martfeld;Niedersachsen;DE
60006797;Dionis;WeyersmĂĽller;;muž;14.03.1963;67685;Weilerbach;Rheinland-Pfalz;DE
60007393;John-Paul;Siedel;;muž;14.03.1970;56076;Koblenz;Rheinland-Pfalz;DE
60008752;Nymeria;Benzmann;;žena;14.03.2003;56349;Kaub;Rheinland-Pfalz;DE
60001866;Amoako;Ayten;;muž;14.03.1930;3246;Gahro;Brandenburg;DE
60003568;Maris;Holtzmann;;muž;14.03.1932;40595;DĂĽsseldorf;Nordrhein-Westfalen;DE
60003832;Jiyan;Seiferle;;muž;14.03.1934;58093;Hagen;Nordrhein-Westfalen;DE
60005190;Charbel;Seyffart;;muž;14.03.1965;6869;Buko;Sachsen-Anhalt;DE
60003576;ZoĂ©-Amiya;SchĂ¤rff;;žena;14.03.1977;16248;Hohenfinow;Brandenburg;DE
60000419;Nefeli;Boehnert;;žena;14.03.1987;25436;Neuendeich;Schleswig-Holstein;DE
60001691;Marcela;GrĂĽnthaler;;žena;14.03.1926;91094;Langensendelbach;Bayern;DE
60007049;Wofa;Rheinhard;;muž;14.03.1927;21640;Bliedersdorf;Niedersachsen;DE
60002348;Eliud;Kuen;;muž;14.03.1927;16928;Kemnitz;Brandenburg;DE
60006283;Essam;Henskes;;muž;14.03.1967;31008;Elze;Niedersachsen;DE
60006093;Vinko;Odentahl;;muž;14.03.1974;26897;Hilkenbrook;Niedersachsen;DE
60001738;Coraline;Suleiman;;žena;14.03.1936;36323;Grebenau;Hessen;DE
60006656;Joule;Boedger;;žena;14.03.1944;37073;GĂ¶ttingen;Niedersachsen;DE
60000618;AwĹźin;JanaĂźek;;žena;14.03.1969;14715;Nitzahn;Brandenburg;DE
60003136;Anouk;Lebedew;;žena;14.03.1996;1824;Rosenthal-Bielatal;Sachsen;DE
60006043;Bernado;Zens;;muž;14.03.1921;82194;GrĂ¶benzell;Bayern;DE
60002739;Damir;van de Berg;;muž;14.03.1923;7646;Rausdorf;ThĂĽringen;DE
60007888;Yorn;NiklaaĂźen;;muž;14.03.1924;83661;Lenggries;Bayern;DE
60003531;Benan;Steinmiller;;muž;14.03.1938;1609;Nauwalde;Sachsen;DE
60005658;Maimiti;Zornickel;;žena;14.03.1953;97725;Elfershausen;Bayern;DE
60004045;Khady;Rosenmeier;;žena;14.03.1966;88147;Achberg;Baden-WĂĽrttemberg;DE
60008005;Josch;Kunerth;;muž;14.03.2008;14715;Kriele;Brandenburg;DE
60004959;Emi;Dannel;;žena;14.03.1962;3249;GroĂźkrausnik;Brandenburg;DE
60005114;Cornell;Hiersekorn;;muž;14.03.1998;15324;GroĂź Neuendorf;Brandenburg;DE
60001192;Isis;Joosten;;žena;14.03.1923;67701;Schallodenbach;Rheinland-Pfalz;DE
60007328;Denna;Jungbaeck;;žena;14.03.1927;55481;RĂ¶dern;Rheinland-Pfalz;DE
60004644;Octavius;Korthals;;muž;14.03.1963;80796;MĂĽnchen;Bayern;DE
60007993;Feili;Absenger;;žena;14.03.1967;8056;Zwickau;Sachsen;DE
60002298;Bailey-Maria;KĂĽstenmacher;;žena;14.03.1969;22453;Hamburg;Hamburg;DE
60001271;Kristan;Uschkereit;;muž;14.03.1992;4288;Leipzig;Sachsen;DE
60008680;Roni;Sparber;;žena;14.03.2004;99986;Niederdorla;ThĂĽringen;DE
60000366;Fatima;Ebben;;žena;14.04.1930;15377;Oberbarnim Grunow;Brandenburg;DE
60000100;Micha;Hartzheim;;muž;14.04.1964;71111;Waldenbuch;Baden-WĂĽrttemberg;DE
60002261;Sejdo;Olschowsky;;muž;14.04.1982;67693;Fischbach;Rheinland-Pfalz;DE
60008195;Hannah-Sophie;Ovzarek;;žena;14.04.1937;9430;Venusberg;Sachsen;DE
60004432;Danial;Moewius;;muž;14.04.1943;67814;Jakobsweiler;Rheinland-Pfalz;DE
60006851;Krojan;Lebedew;;muž;14.04.1960;65223;Taunusstein;Hessen;DE
60005651;Harvir;Leyndecker;;muž;14.04.1989;38644;Goslar Hahndorf;Niedersachsen;DE
60009781;Yanek;Stiskal;;muž;14.04.2003;56865;Walhausen;Rheinland-Pfalz;DE
60006778;Lijan;VĂ¶lck;;muž;14.04.1925;21258;Heidenau;Niedersachsen;DE
60007280;Hansel;BlĂĽhm;;muž;14.04.1965;16259;Oderaue;Brandenburg;DE
60009912;Mawi;Suter;;muž;14.04.1973;17192;Klink;Mecklenburg-Vorpommern;DE
60006682;Giannis;Weissermel;;muž;14.04.1973;8373;Remse;Sachsen;DE
60003431;Rune;Neukaeter;;žena;14.04.1984;16321;SchĂ¶now;Brandenburg;DE
60007184;Haja;Ebens;;žena;14.04.2002;24321;LĂĽtjenburg;Schleswig-Holstein;DE
60007398;Masombe;Solovei;;žena;14.04.1929;57614;Niederwambach;Rheinland-Pfalz;DE
60009958;Joudi;Boiara;;žena;14.04.1951;79292;Pfaffenweiler;Baden-WĂĽrttemberg;DE
60001151;Ma;Anuth;;žena;14.04.1955;76467;Bietigheim;Baden-WĂĽrttemberg;DE
60006133;Aiko;Bartolome;;muž;14.04.1958;72474;Winterlingen;Baden-WĂĽrttemberg;DE
60001187;Aleslam;Manze;;muž;14.04.1967;17237;Godendorf;Mecklenburg-Vorpommern;DE
60004426;Istvan;Kiersten;;muž;14.04.1977;84567;Perach;Bayern;DE
60006103;JĂĽri;Bestmann;;muž;14.04.1991;31595;Steyerberg DĂĽdinghausen;Niedersachsen;DE
60004382;Merle;Kahyaoglu;;žena;14.04.1992;33175;Bad Lippspringe;Nordrhein-Westfalen;DE
60001732;Senada;Lisseck;;žena;14.04.2008;72585;Riederich;Baden-WĂĽrttemberg;DE
60002809;Hyronima;Eisfeld;;žena;14.04.1920;73434;Aalen;Baden-WĂĽrttemberg;DE
60000772;Brigitte;KleiĂźer;;žena;14.04.1921;6896;Straach;Sachsen-Anhalt;DE
60008410;ZÄ±nar;Nageler;;muž;14.04.1922;39448;Westeregeln;Sachsen-Anhalt;DE
60002788;Marlon-Franz;Paukstadt;;muž;14.04.1934;67598;Gundersheim;Rheinland-Pfalz;DE
60007970;Chekeber;Boettinger;;žena;14.04.1957;53173;Bonn;Nordrhein-Westfalen;DE
60004895;Wojtek;Mielnikel;;muž;14.04.1979;79695;Wieden;Baden-WĂĽrttemberg;DE
60003835;Meliha;StĂĽmpke;;žena;14.04.2005;54655;Etteldorf;Rheinland-Pfalz;DE
60007132;Betel;Szymiczek;;muž;14.04.1976;50935;KĂ¶ln;Nordrhein-Westfalen;DE
60008399;Ghaliya;Schmeltzpfennig;;žena;14.04.1985;41066;MĂ¶nchengladbach;Nordrhein-Westfalen;DE
60005049;Emmelie;HĂ¤ussl;;žena;14.04.1988;64720;Michelstadt;Hessen;DE
60008839;Bahescht;Blauschmidt;;žena;14.04.1994;2827;GĂ¶rlitz;Sachsen;DE
60000982;Sali;Paustiann;;muž;14.04.2005;27243;GroĂź Ippener;Niedersachsen;DE
60006686;Arjan;Freydag;;muž;14.04.1922;17440;Buddenhagen;Mecklenburg-Vorpommern;DE
60004730;Devin-Pascal;Printzen;;muž;14.04.1935;4603;Windischleuba;ThĂĽringen;DE
60007443;AĹ„uri;Lemlein;;žena;14.04.1967;6254;GĂĽnthersdorf;Sachsen-Anhalt;DE
60005929;Cassian;WĂĽrmlin;;muž;14.04.1982;37081;GĂ¶ttingen;Niedersachsen;DE
60001376;Neri;SchĂ¶nkes;;žena;14.04.1988;84419;Obertaufkirchen;Bayern;DE
60008625;Melysza;Herdling;;žena;14.04.1992;3058;Laubsdorf;Brandenburg;DE
60003598;Sarina;Pinkerneil;;žena;14.04.1950;53534;Wirft;Rheinland-Pfalz;DE
60003443;Kendy;Pollatscheck;;muž;14.04.1966;54441;Kastel-Staadt;Rheinland-Pfalz;DE
60008914;Jalilah;Schuldis;;žena;14.04.1968;56276;Stebach;Rheinland-Pfalz;DE
60002771;Fruma;Kolodziey;;žena;14.04.1968;1945;GrĂĽnewald;Brandenburg;DE
60005148;Thoran;Frauendienst;;muž;14.04.1999;29459;Clenze MeuĂźlieĂźen;Niedersachsen;DE
60005744;Egbe;Boomfalk;;muž;14.04.1920;17168;Lelkendorf;Mecklenburg-Vorpommern;DE
